course,campus,class_number,component,auto_enrolls,days,times,location,waitlist,instructor,enrolled,limit
PHYSICS 1201,,23018.0,R,"(22909,23017)",W F,020A,MP1005,,C.Lansdell (GY),28,28
PHYSICS 1201,,23019.0,B,,M,520P-0725,SM2077B,,B.Chen (GR),28,28
PHYSICS 1201,,23020.0,R,"(22909,23019)",W F,020A,BE0260,,B.Chen (GY),28,28
PHYSICS 1201,,23225.0,B,,M,520P-0725,SM2077C,,J.Duncan (GR),27,28
PHYSICS 1201,,23226.0,R,"(22909,23225)",W F,020A,BO0317,,J.Duncan (GY),27,28
PHYSICS 1201,,23375.0,B,,T,020A-1225,SM2077C,,T.Barrett (GR),28,28
PHYSICS 1201,,23376.0,R,"(22909,23375)",W F,020A,BO0124,,T.Barrett (GY),28,28
PHYSICS 1201,,23335.0,L,,M  R,130A,SM1153,,,0,200
PHYSICS 1201,,23337.0,B,,,,,,,0,0
PHYSICS 1201,,23336.0,R,"(23335,23337)",W F,130A,,,,0,0
PHYSICS 1201,,23339.0,B,,,,,,,0,0
PHYSICS 1201,,23340.0,R,"(23335,23339)",,,,,,0,0
PHYSICS 1201,,23341.0,B,,,,,,,0,0
PHYSICS 1201,,23342.0,R,"(23335,23341)",,,,,,0,0
PHYSICS 1201,,23343.0,B,,,,,,,0,0
PHYSICS 1201,,23344.0,R,"(23335,23343)",,,,,,0,0
PHYSICS 1201,,23345.0,B,,,,,,,0,0
PHYSICS 1201,,23346.0,R,"(23335,23345)",,,,,,0,0
PHYSICS 1201,,23347.0,B,,,,,,,0,0
PHYSICS 1201,,23348.0,R,"(23335,23347)",,,,,,0,0
PHYSICS 1201,,23349.0,B,,,,,,,0,0
PHYSICS 1201,,23350.0,R,"(23335,23349)",,,,,,0,0
PHYSICS 1249,,36031.0,L,,M W,520P,SM1153,,G.Cochran,101,112
PHYSICS 1249,,36033.0,B,(36031),F,150P-0355,SM1077A,,A.Schimmoller (GY),29,28
PHYSICS 1249,,36034.0,B,(36031),F,150P-0355,SM1077C,,A.Schimmoller (GY),28,28
PHYSICS 1249,,37011.0,B,(36031),F,410P-0615,SM1077A,,A.Schimmoller (GY),22,28
PHYSICS 1249,,37012.0,B,(36031),F,410P-0615,SM1077C,,A.Schimmoller (GY),22,28
PHYSICS 1250,,22976.0,L,,TW F,800A,SM1153,,G.Kilcup,130,224
PHYSICS 1250,,22977.0,B,,W,020A-1225,SM2077A,,K.Gan (GR),27,28
PHYSICS 1250,,22978.0,R,"(22976,22977)",M,800A,SM1138,,K.Gan (GY),27,28
PHYSICS 1250,,22950.0,B,,W,240P-0245,SM2077A,,,0,0
PHYSICS 1250,,22951.0,R,"(22976,22950)",M,800A,,,,0,0
PHYSICS 1250,,22979.0,B,,W,240P-0245,SM2077B,,T.Lombardi (GR),25,28
PHYSICS 1250,,22980.0,R,"(22976,22979)",M,800A,SM2180,,T.Lombardi (GY),25,28
PHYSICS 1250,,22981.0,B,,R,800A-1005,SM2077A,,,0,0
PHYSICS 1250,,22982.0,R,"(22976,22981)",M,800A,,,,0,0
PHYSICS 1250,,22983.0,B,,R,800A-1005,SM2077B,,T.Lombardi (GY),26,28
PHYSICS 1250,,22984.0,R,"(22976,22983)",M,800A,SM1076,,M.Fellinger (GY),26,28
PHYSICS 1250,,22985.0,B,,R,020A-1225,SM2077A,,,0,0
PHYSICS 1250,,22986.0,R,"(22976,22985)",M,800A,,,,0,0
PHYSICS 1250,,22987.0,B,,R,020A-1225,SM2077B,,C.Davis (GR),27,28
PHYSICS 1250,,22988.0,R,"(22976,22987)",M,800A,SM1042,,C.Davis (GY),27,28
PHYSICS 1250,,23043.0,B,,R,240P-0245,SM2077A,,X.Zheng (GR),25,28
PHYSICS 1250,,23044.0,R,"(22976,23043)",M,800A,SOE0241,,X.Zheng (GY),25,28
PHYSICS 1250,,22825.0,L,,TW F,910A,SM1153,,G.Kilcup,137,224
PHYSICS 1250,,22826.0,B,,W,020A-1225,SM2077B,,,0,0
PHYSICS 1250,,22827.0,R,"(22825,22826)",M,910A,,,,0,0
PHYSICS 1250,,22846.0,B,,W,020A-1225,SM2077C,,C.Davis (GR),26,28
PHYSICS 1250,,22847.0,R,"(22825,22846)",M,910A,SM2144,,C.Davis (GY),26,28
PHYSICS 1250,,22848.0,B,,W,300P-0505,SM2077A,,,0,0
PHYSICS 1250,,22849.0,R,"(22825,22848)",M,910A,,,,0,0
PHYSICS 1250,,22850.0,B,,W,300P-0505,SM2077B,,M.Fellinger (GR),28,28
PHYSICS 1250,,22851.0,R,"(22825,22850)",M,910A,SM1042,,M.Fellinger (GY),28,28
PHYSICS 1250,,22852.0,B,,R,800A-1005,SM2077C,,K.Gan (GR),27,28
PHYSICS 1250,,22853.0,R,"(22825,22852)",M,910A,EC0230,,K.Gan (GY),27,28
PHYSICS 1250,,22854.0,B,,R,240P-0245,SM2077B,,,0,0
PHYSICS 1250,,22855.0,R,"(22825,22854)",M,910A,,,,0,0
PHYSICS 1250,,22856.0,B,,R,240P-0245,SM2077C,,T.Lombardi (GR),28,28
PHYSICS 1250,,22857.0,R,"(22825,22856)",M,910A,MP1005,,T.Lombardi (GY),28,28
PHYSICS 1250,,22858.0,B,,R,300P-0505,SM2077A,,X.Zheng (GR),28,28
PHYSICS 1250,,22859.0,R,"(22825,22858)",M,910A,EC0254,,X.Zheng (GY),28,28
PHYSICS 1250,,37899.0,L,,,,,,,0,0
PHYSICS 1250,,22860.0,L,,TW F,020A,SM1153,,M.Chini,135,224
PHYSICS 1250,,22936.0,B,,W,240P-0245,SM2077C,,C.Querrey (GR),28,28
PHYSICS 1250,,22937.0,R,"(22860,22936)",M,020A,SON0056,,C.Querrey (GY),28,28
PHYSICS 1250,,22938.0,B,,W,300P-0505,SM2077C,,Z.Felker (GY),27,28
PHYSICS 1250,,22939.0,R,"(22860,22938)",M,020A,MP1008,,T.Bolland (GY),27,28
PHYSICS 1250,,22940.0,B,,R,020A-1225,SM2077C,,S.Wang (GR),28,28
PHYSICS 1250,,22941.0,R,"(22860,22940)",M,020A,SOE0241,,S.Wang (GY),28,28
PHYSICS 1250,,22942.0,B,,R,300P-0505,SM2077B,,,0,0
PHYSICS 1250,,22943.0,R,"(22860,22942)",M,020A,,,,0,0
PHYSICS 1250,,22944.0,B,,R,300P-0505,SM2077C,,Y.Yu (GR),27,28
PHYSICS 1250,,22945.0,R,"(22860,22944)",M,020A,BE0260,,Y.Yu (GY),27,28
PHYSICS 1250,,22946.0,B,,F,800A-1005,SM2077A,,,0,0
PHYSICS 1250,,22947.0,R,"(22860,22946)",M,020A,,,,0,0
PHYSICS 1250,,22948.0,B,,F,800A-1005,SM2077B,,,0,0
PHYSICS 1250,,22949.0,R,"(22860,22948)",M,020A,,,,0,0
PHYSICS 1250,,23041.0,B,,F,800A-1005,SM2077C,,T.Lombardi (GR),25,28
PHYSICS 1250,,23042.0,R,"(22860,23041)",M,020A,SM2006,,T.Lombardi (GY),25,28
PHYSICS 1250,,36993.0,L,,TW F,130A,SM1153,,A.Hill,134,224
PHYSICS 1250,,36994.0,B,,W,800A-1005,SM2077A,,,0,0
PHYSICS 1250,,36995.0,R,"(36993,36994)",M,130A,,,,0,0
PHYSICS 1250,,36996.0,B,,W,800A-1005,SM2077B,,T.Lombardi (GR),25,28
PHYSICS 1250,,36997.0,R,"(36993,36996)",M,130A,SOE0241,,T.Lombardi (GY),25,28
PHYSICS 1250,,36998.0,B,,W,800A-1005,SM2077C,,Y.Yu (GR),27,28
PHYSICS 1250,,36999.0,R,"(36993,36998)",M,130A,SM1138,,Y.Yu (GY),27,28
PHYSICS 1250,,37000.0,B,,W,520P-0725,SM2077A,,,0,0
PHYSICS 1250,,37001.0,R,"(36993,37000)",M,130A,,,,0,0
PHYSICS 1250,,37002.0,B,,W,520P-0725,SM2077B,,S.Wang (GR),28,28
PHYSICS 1250,,37003.0,R,"(36993,37002)",M,130A,SM2144,,S.Wang (GY),28,28
PHYSICS 1250,,37004.0,B,,W,520P-0725,SM2077C,,T.Geraghty (GR),27,28
PHYSICS 1250,,37005.0,R,"(36993,37004)",M,130A,SM2006,,T.Geraghty (GY),27,28
PHYSICS 1250,,37006.0,B,,R,520P-0725,SM2077A,,,0,0
PHYSICS 1250,,37007.0,R,"(36993,37006)",M,130A,,,,0,0
PHYSICS 1250,,37008.0,B,,R,520P-0725,SM2077C,,M.Fellinger (GR),27,28
PHYSICS 1250,,37009.0,R,"(36993,37008)",M,130A,BO0313,,M.Fellinger (GY),27,28
PHYSICS 1251,,28106.0,R,,M W F,300P,,,,0,0
PHYSICS 1251,,28105.0,R,,M W F,300P,,,,0,0
PHYSICS 1251,,28107.0,R,,M W F,410P,,,,0,0
PHYSICS 1251,,28113.0,R,,TWRF,300P,,,,0,0
PHYSICS 1251,,28114.0,R,,TWRF,300P,,,,0,0
PHYSICS 1251,,28221.0,L,,M W F,515P,,,,0,0
PHYSICS 1251,,37900.0,L,,,,,,,0,0
PHYSICS 1251,,23338.0,L,,TW F,130A,,,,0,0
PHYSICS 1251,,23351.0,B,,T,020A-1225,,,,0,0
PHYSICS 1251,,23352.0,R,"(23338,23351)",M,130A,,,,0,0
PHYSICS 1251,,23353.0,B,,,020A-1225,,,,0,0
PHYSICS 1251,,23354.0,R,"(23338,23353)",M,130A,,,,0,0
PHYSICS 1251,,23355.0,B,,T,,,,,0,0
PHYSICS 1251,,23356.0,R,"(23338,23355)",M,130A,,,,0,0
PHYSICS 1251,,23357.0,B,,,,,,,0,0
PHYSICS 1251,,23358.0,R,"(23338,23357)",M,130A,,,,0,0
PHYSICS 1251,,23359.0,B,,,,,,,0,0
PHYSICS 1251,,23360.0,R,"(23338,23359)",M,130A,,,,0,0
PHYSICS 1251,,23361.0,B,,,,,,,0,0
PHYSICS 1251,,23362.0,R,"(23338,23361)",M,130A,,,,0,0
PHYSICS 1251,,23363.0,B,,,,,,,0,0
PHYSICS 1251,,23364.0,R,"(23338,23363)",M,130A,,,,0,0
PHYSICS 1251,,22952.0,L,,TW F,240P,SM1153,,,0,224
PHYSICS 1251,,22953.0,B,,T,020A-1225,,,,0,0
PHYSICS 1251,,22954.0,R,"(22952,22953)",M,240P,,,,0,0
PHYSICS 1251,,22955.0,B,,T,020A-1225,,,,0,0
PHYSICS 1251,,22956.0,R,"(22952,22955)",M,240P,,,,0,0
PHYSICS 1251,,22957.0,B,,W,020A-1225,,,,0,0
PHYSICS 1251,,22958.0,R,"(22952,22957)",M,240P,,,,0,0
PHYSICS 1251,,22959.0,B,,W,520P-0725,,,,0,0
PHYSICS 1251,,22960.0,R,"(22952,22959)",M,240P,,,,0,0
PHYSICS 1251,,22961.0,B,,R,020A-1225,,,,0,0
PHYSICS 1251,,22962.0,R,"(22952,22961)",M,240P,,,,0,0
PHYSICS 1251,,23236.0,B,,R,020A-1225,,,,0,0
PHYSICS 1251,,23237.0,R,"(22952,23236)",M,240P,,,,0,0
PHYSICS 1251,,23238.0,B,,R,240P-0245,,,,0,0
PHYSICS 1251,,23239.0,R,"(22952,23238)",M,240P,,,,0,0
PHYSICS 1251,,23240.0,B,,R,240P-0245,,,,0,0
PHYSICS 1251,,23241.0,R,"(22952,23240)",M,240P,,,,0,0
PHYSICS 1251,,22904.0,L,,TW F,150P,SM1153,,M.Bockrath,181,224
PHYSICS 1251,,22905.0,B,,T,020A-1225,SM1077A,,B.Sipe (GR),27,28
PHYSICS 1251,,22906.0,R,"(22904,22905)",M,150P,SM1138,,B.Sipe (GY),27,28
PHYSICS 1251,,22922.0,B,,T,020A-1225,SM1077B,,S.Hart (GR),24,28
PHYSICS 1251,,22923.0,R,"(22904,22922)",M,150P,MP1008,,M.Gabe (GY),24,28
PHYSICS 1251,,22924.0,B,,T,300P-0505,SM1077A,,H.Sun (GR),23,28
PHYSICS 1251,,22925.0,R,"(22904,22924)",M,150P,SM1064,,H.Sun (GY),23,28
PHYSICS 1251,,22926.0,B,,T,300P-0505,SM1077B,,P.Luan (GR),26,28
PHYSICS 1251,,22927.0,R,"(22904,22926)",M,150P,SM2150,,P.Luan (GY),26,28
PHYSICS 1251,,22928.0,B,,T,300P-0505,SM1077C,,T.Barrett (GR),26,28
PHYSICS 1251,,22929.0,R,"(22904,22928)",M,150P,SM1076,,T.Barrett (GY),26,28
PHYSICS 1251,,22930.0,B,,W,020A-1225,SM1077A,,T.Bolland (GY),28,28
PHYSICS 1251,,22931.0,R,"(22904,22930)",M,150P,BE0130,,Z.Felker (GY),28,28
PHYSICS 1251,,22932.0,B,,R,020A-1225,SM1077A,,,0,0
PHYSICS 1251,,22933.0,R,"(22904,22932)",M,150P,,,,0,0
PHYSICS 1251,,22934.0,B,,R,020A-1225,SM1077B,,N.Pohl (GR),27,28
PHYSICS 1251,,22935.0,R,"(22904,22934)",M,150P,SM2180,,N.Pohl (GY),27,28
PHYSICS 1251,,22843.0,L,,TW F,300P,SM1153,,M.Bockrath,220,224
PHYSICS 1251,,22844.0,B,,T,020A-1225,SM1077C,,N.Pohl (GR),27,28
PHYSICS 1251,,22845.0,R,"(22843,22844)",M,300P,SM1138,,N.Pohl (GY),27,28
PHYSICS 1251,,22894.0,B,,T,240P-0245,SM1077A,,X.Li (GR),28,28
PHYSICS 1251,,22895.0,R,"(22843,22894)",M,300P,SM2144,,X.Li (GY),28,28
PHYSICS 1251,,22896.0,B,,T,240P-0245,SM1077B,,S.Tomar (GR),28,28
PHYSICS 1251,,22897.0,R,"(22843,22896)",M,300P,SOE0241,,S.Tomar (GY),28,28
PHYSICS 1251,,22898.0,B,,W,240P-0245,SM1077A,,V.Arteaga Muniz (GR),27,28
PHYSICS 1251,,22899.0,R,"(22843,22898)",M,300P,BE0260,,V.Arteaga Muniz (GY),27,28
PHYSICS 1251,,22900.0,B,,R,020A-1225,SM1077C,,T.Barrett (GR),27,28
PHYSICS 1251,,22901.0,R,"(22843,22900)",M,300P,SOE0245,,T.Barrett (GY),27,28
PHYSICS 1251,,22902.0,B,,R,240P-0245,SM1077A,,Z.Felker (GR),28,28
PHYSICS 1251,,22903.0,R,"(22843,22902)",M,300P,SOE0103,,Z.Felker (GY),28,28
PHYSICS 1251,,23047.0,B,,R,300P-0505,SM1077A,,Z.Felker (GR),27,28
PHYSICS 1251,,23048.0,R,"(22843,23047)",M,300P,SM1042,,P.Luan (GY),27,28
PHYSICS 1251,,23234.0,B,,R,300P-0505,SM1077B,,S.Hart (GR),28,28
PHYSICS 1251,,23235.0,R,"(22843,23234)",M,300P,SM2180,,S.Hart (GY),28,28
PHYSICS 1251,,22828.0,L,,TW F,410P,SM1153,,P.Boghrat,164,220
PHYSICS 1251,,22829.0,B,,T,240P-0245,SM1077C,,V.Arteaga Muniz (GR),27,28
PHYSICS 1251,,22830.0,R,"(22828,22829)",M,410P,SM1138,,V.Arteaga Muniz (GY),27,28
PHYSICS 1251,,22831.0,B,,W,020A-1225,SM1077B,,,0,0
PHYSICS 1251,,22832.0,R,"(22828,22831)",M,410P,,,,0,0
PHYSICS 1251,,22833.0,B,,W,020A-1225,SM1077C,,M.Gabe (GY),28,28
PHYSICS 1251,,22834.0,R,"(22828,22833)",M,410P,SOE0103,,S.Hart (GY),28,28
PHYSICS 1251,,22835.0,B,,W,240P-0245,SM1077B,,X.Li (GR),28,28
PHYSICS 1251,,22836.0,R,"(22828,22835)",M,410P,MP1005,,X.Li (GY),28,28
PHYSICS 1251,,22837.0,B,,W,240P-0245,SM1077C,,S.Tomar (GR),27,28
PHYSICS 1251,,22838.0,R,"(22828,22837)",M,410P,SM1076,,S.Tomar (GY),27,28
PHYSICS 1251,,22839.0,B,,R,240P-0245,SM1077B,,,0,0
PHYSICS 1251,,22840.0,R,"(22828,22839)",M,410P,,,,0,0
PHYSICS 1251,,22841.0,B,,R,240P-0245,SM1077C,,B.Sipe (GR),27,28
PHYSICS 1251,,22842.0,R,"(22828,22841)",M,410P,MP1008,,B.Sipe (GY),27,28
PHYSICS 1251,,23045.0,B,,R,300P-0505,SM1077C,,H.Sun (GR),27,28
PHYSICS 1251,,23046.0,R,"(22828,23045)",M,410P,SOE0241,,H.Sun (GY),27,28
PHYSICS 1251,,22963.0,L,,T  F,520P,SM1153,,,0,1
PHYSICS 1251,,22964.0,B,,,,,,,0,0
PHYSICS 1251,,22965.0,R,"(22963,22964)",M,520P,,,,0,0
PHYSICS 1251,,22966.0,B,,,,,,,0,0
PHYSICS 1251,,22967.0,R,"(22963,22966)",M,520P,,,,0,0
PHYSICS 1251,,22968.0,B,,,,,,,0,0
PHYSICS 1251,,22969.0,R,"(22963,22968)",M,520P,,,,0,0
PHYSICS 1251,,22970.0,B,,,,,,,0,0
PHYSICS 1251,,22971.0,R,"(22963,22970)",M,520P,,,,0,0
PHYSICS 1251,,22972.0,B,,W,150P-0355,,,,0,0
PHYSICS 1251,,22973.0,R,"(22963,22972)",M,520P,,,,0,0
PHYSICS 1251,,22974.0,B,,,,,,,0,0
PHYSICS 1251,,22975.0,R,"(22963,22974)",M,520P,,,,0,0
PHYSICS 1251,,23049.0,B,,,,,,,0,0
PHYSICS 1251,,23050.0,R,"(22963,23049)",M,520P,,,,0,0
PHYSICS 1251,,23242.0,B,,,,,,,0,0
PHYSICS 1251,,23243.0,R,"(22963,23242)",M,520P,,,,0,0
PHYSICS 1251,,28102.0,L,,M W F,300P,,,,0,0
PHYSICS 1251,,28558.0,B,,T,300P-0505,,,,0,0
PHYSICS 1251,,28559.0,R,"(28102,28558)",R,300P,,,,0,0
PHYSICS 1251,,28560.0,B,,T,300P-0505,,,,0,0
PHYSICS 1251,,28561.0,R,"(28102,28560)",R,410P,,,,0,0
PHYSICS 1251,,28562.0,B,,T,300P-0505,,,,0,0
PHYSICS 1251,,28563.0,R,"(28102,28562)",R,300P,,,,0,0
PHYSICS 1251,,28564.0,B,,,,,,,0,0
PHYSICS 1251,,28565.0,R,"(28102,28564)",,,,,,0,0
PHYSICS 1251,,28103.0,L,,M W F,410P,,,,0,100
PHYSICS 1251,,28566.0,B,,,,,,,0,0
PHYSICS 1251,,28567.0,R,"(28103,28566)",,,,,,0,0
PHYSICS 1251,,28568.0,B,,,,,,,0,0
PHYSICS 1251,,28573.0,R,"(28103,28568)",,,,,,0,0
PHYSICS 1251,,28569.0,B,,,,,,,0,0
PHYSICS 1251,,28570.0,R,"(28103,28569)",,,,,,0,0
PHYSICS 1251,,28571.0,B,,,,,,,0,0
PHYSICS 1251,,28572.0,R,"(28103,28571)",,,,,,0,0
PHYSICS 1251H,,22775.0,L,,MT RF,020A,SM1094,,,0,0
PHYSICS 1251H,,22777.0,B,(22775),W,910A-1115,SM2193,,,0,0
PHYSICS 1251H,,22776.0,L,,MT RF,130A,SM1094,,R.Kawakami,24,36
PHYSICS 1251H,,22778.0,B,(22776),W,130A-0135,SM2193,,R.Leonard (SI),24,36
PHYSICS 1261,,22779.0,L,,MTWRF,020A,,,,0,0
PHYSICS 1261,,22780.0,B,,,,,,,0,0
PHYSICS 1261,,22781.0,R,"(22779,22780)",,,,,,0,0
PHYSICS 1261,,22782.0,B,,,,,,,0,0
PHYSICS 1261,,22783.0,R,"(22779,22782)",,,,,,0,0
PHYSICS 1261,,22784.0,B,,,,,,,0,0
PHYSICS 1261,,22785.0,R,"(22779,22784)",,,,,,0,0
PHYSICS 1261,,22786.0,B,,,,,,,0,0
PHYSICS 1261,,22787.0,R,"(22779,22786)",,,,,,0,0
PHYSICS 1261,,22788.0,L,,MTWRF,130A,,,,0,0
PHYSICS 1261,,22789.0,B,,R,020A-1225,,,,0,0
PHYSICS 1261,,22790.0,R,"(22788,22789)",T,020A,,,,0,0
PHYSICS 1261,,22791.0,B,,R,240P-0245,,,,0,0
PHYSICS 1261,,22792.0,R,"(22788,22791)",T,130A,,,,0,0
PHYSICS 1261,,22793.0,B,,R,300P-0505,,,,0,0
PHYSICS 1261,,22794.0,R,"(22788,22793)",T,130A,,,,0,0
PHYSICS 1261,,22795.0,L,,M W F,240P,SM1009,,D.Schumacher,49,100
PHYSICS 1261,,22796.0,B,,R,300P-0505,SM2193,,A.Klepinger (GR),24,24
PHYSICS 1261,,23315.0,R,"(22795,22796)",T,240P,SM2180,,A.Klepinger (GY),24,24
PHYSICS 1261,,22797.0,B,,R,240P-0245,SM2193,,A.Klepinger (GR),25,24
PHYSICS 1261,,22798.0,R,"(22795,22797)",T,150P,MP2017,,A.Klepinger (GY),25,24
PHYSICS 1261,,22799.0,B,,R,910A-1115,SM2193,,,0,0
PHYSICS 1261,,22800.0,R,"(22795,22799)",T,240P,,,,0,0
PHYSICS 1261,,36025.0,B,,R,,,,,0,0
PHYSICS 1261,,36026.0,R,,T,240P,,,,0,0
PHYSICS 1271,,29352.0,L,,M W F,410P-0515,SM1005,,B.Winer,87,96
PHYSICS 1271,,29353.0,B,,T,910A-1115,SM2193,,M.Leon (GR),23,24
PHYSICS 1271,,29354.0,R,"(29352,29353)",R,410P,SON0056,,M.Leon (GY),23,24
PHYSICS 1271,,29355.0,B,,T,150P-0355,SM2193,,M.Leon (GR),19,24
PHYSICS 1271,,29356.0,R,"(29352,29355)",R,300P,SM2144,,M.Leon (GY),19,24
PHYSICS 1271,,29357.0,B,,T,130A-0135,SM2193,,J.Surdutovich (GR),22,24
PHYSICS 1271,,29358.0,R,"(29352,29357)",R,410P,MP1008,,J.Surdutovich (GY),22,24
PHYSICS 1271,,36027.0,B,,T,410P-0615,SM2193,,J.Surdutovich (GR),23,24
PHYSICS 1271,,36028.0,R,"(29352,36027)",R,300P,SM1076,,J.Surdutovich (GY),23,24
PHYSICS 2050.02,,28591.0,S,,M,520P,CZ0140,,D.Calderon-Madera,15,50
PHYSICS 2050.02,,29361.0,S,,M,520P,CZ0150,,D.Calderon-Madera,16,20
PHYSICS 2100,,36933.0,L,,M W,355P-0515,CL0277,,G.Lafyatis,22,25
PHYSICS 2193,,29393.0,I,,T R,400P-0520,,,,0,30
PHYSICS 2300,,30338.0,L,,TWRF,150P,JR0239,,A.Dougherty,37,54
PHYSICS 2301,,22801.0,L,,TWRF,130A,FL2020,,A.Boveia,42,80
PHYSICS 2301,,23416.0,L,,TWRF,020A,FL2020,,A.Boveia,59,80
PHYSICS 2301,,27008.0,L,,T R,935A-1055,,,,0,0
PHYSICS 2301,,27607.0,L,,T R,245P-0205,,,,0,0
PHYSICS 2301,,27608.0,L,,MTWRF,130A,,,,0,0
PHYSICS 2301,,27755.0,L,,TWRF,910A,,,,0,0
PHYSICS 2301,,27756.0,L,,TWRF,020A,,,,0,0
PHYSICS 2301,,27757.0,L,,TWRF,130A,,,,0,0
PHYSICS 3470,,22802.0,L,,T R,220P-0340,BO0118,,L.DiMauro,38,39
PHYSICS 3700,,22803.0,L,,M,020A,SM1009,,R.Leonard,60,60
PHYSICS 3700,,22804.0,B,(22803),T,100P-0500,SM2064,,R.Leonard,20,20
PHYSICS 3700,,22805.0,B,(22803),R,100P-0500,SM2064,,R.Leonard,20,20
PHYSICS 3700,,23232.0,B,(22803),M,100P-0500,SM2064,,R.Leonard,20,20
PHYSICS 4700,,22806.0,L,,M,020A-1225,BO0118,,T.Barrett,26,40
PHYSICS 4700,,22807.0,B,(22806),T R,240P-0245,SM2036,,T.Barrett,15,16
PHYSICS 4700,,23233.0,B,(22806),W F,240P-0245,SM2036,,T.Barrett,11,16
PHYSICS 5100,,23247.0,L,,,,,,,0,0
PHYSICS 5100,,23412.0,L,,,,,,,0,0
PHYSICS 5261,,29536.0,L,,M W,020A,,,,0,0
PHYSICS 5261,,29539.0,B,,R,245P-0245,,,,0,0
PHYSICS 5300,,23034.0,L,,TWRF,910A,BO0118,,J.Brandenburg,30,42
PHYSICS 5400,,23035.0,L,,TWRF,020A,SM1009,,C.Hirata,92,88
PHYSICS 5400,,23389.0,L,,TWRF,020A,,,,0,0
PHYSICS 5401H,,23036.0,L,,TWRF,020A,BO0118,,A.Landsman,25,40
PHYSICS 5500,,23321.0,L,,TWRF,910A,,,,0,0
PHYSICS 5501,,26949.0,L,,TWRF,130A,FL2040,,N.Trivedi,43,80
PHYSICS 5501,,23400.0,L,,,,,,,0,0
PHYSICS 5501H,,23037.0,L,,TWRF,130A,BO0118,,S.Mathur,33,40
PHYSICS 5700,,22808.0,B,,T R,240P-0355,SM2108,,C.Hill,22,21
PHYSICS 5700,,22809.0,B,,M W,240P-0355,SM2108,,C.Lau,21,21
PHYSICS 5710,,22810.0,B,,T R,240P-0355,,,,0,0
PHYSICS 5710,,22811.0,B,,M W,240P-0355,,,,0,0
PHYSICS 5801,,23246.0,L,,F,240P-0355,JR0143,,E.Johnston-Halperin,20,28
PHYSICS 5801,,22812.0,L,,F,240P-0355,,,,0,0
PHYSICS 5810,,30617.0,L,,W F,240P-0245,SM1094,,J.Beacom,27,27
PHYSICS 5810,,22814.0,L,,W F,240P-0245,,,J.Beacom,6,9
PHYSICS 6201,,23372.0,L,,M W F,240P-0245,SM0012,,,0,0
PHYSICS 6780,,22813.0,L,,M,240P,BO0118,,J.Gupta,31,43
PHYSICS 6802,,23370.0,L,,M W,300P-0505,SM1094,,,0,0
PHYSICS 6804,,26950.0,L,,M W,240P-0245,,,,0,0
PHYSICS 6806,,23401.0,L,,M W,300P-0505,SON0056,,I.Gruzberg,7,32
PHYSICS 6820,,23415.0,L,,W F,240P-0245,,,,0,0
PHYSICS 6820,,27331.0,L,,T R,240P-0245,,,,0,0
PHYSICS 7401,,22817.0,L,,T R,020A-1145,SON0048,,Y.Kovchegov,26,44
PHYSICS 7401,,27605.0,L,,T R,110A-1230,,,,0,0
PHYSICS 7401,,27616.0,L,,T R,110A-1230,,,,0,0
PHYSICS 7401,,27606.0,L,,T R,110A-1230,,,,0,0
PHYSICS 7401,,27706.0,L,,M W F,240P,,,,0,0
PHYSICS 7502,,22815.0,L,,M W F,130A,SON0050,,M.Randeria,37,45
PHYSICS 7602,,22816.0,L,,T R,245P-0205,SON0048,,L.Carpenter,28,50
PHYSICS 7602,,27614.0,L,,T R,245P-0205,,,,0,0
PHYSICS 7603,,23316.0,L,,M W,930A-1050,,,,0,0
PHYSICS 7891,,22818.0,S,,M,150P,BO0118,,B.Burrola Gabilondo,17,40
PHYSICS 7891,,23269.0,S,,,,,,R.Bundschuh,22,50
PHYSICS 7891,,27899.0,S,,,,,,,0,0
PHYSICS 8802.02,,23039.0,L,,W F,130P-0250,DU0020,,S.Raby,4,22
PHYSICS 8803.01,,23334.0,L,,W F,935A-1055,,,,0,25
PHYSICS 8806.02,,23038.0,L,,T R,935A-1055,SM1064,,B.Skinner,14,30
PHYSICS 8806.02,,23382.0,L,,T R,935A-1055,,,,0,0
PHYSICS 8808.02,,23040.0,L,,T R,130P-0250,SM0006,,E.Braaten,3,22
PHYSICS 8808.02,,28045.0,L,,,,,,,0,0
PHYSICS 8820,,23379.0,L,,W F,935A-1055,CL0277,,K.Singh,16,25
PHYSICS 8820,,23052.0,L,,W F,935A-1055,,,,0,0
PHYSICS 8820,,23245.0,L,,W F,245P-0205,,,,0,0
PHYSICS 8820,,23369.0,L,,,,,,,0,0
PHYSICS 8820,,23383.0,L,,T R,935A-1055,,,,0,0
PHYSICS 8820,,28032.0,L,,T,830A-1000,,,,0,0
PHYSICS 8820,,30990.0,L,,W F,110A-1230,,,,0,0
PHYSICS 1201,LMA,23216.0,L,,W F,245P-0405,LL0360,,T.McAlpine,21,24
PHYSICS 1201,LMA,23217.0,B,,M,350P-0550,LL0312,,,21,24
PHYSICS 1201,LMA,23218.0,R,"(23217,23216)",M,245P,LL0312,,,21,24
PHYSICS 1231,LMA,28151.0,L,,M W F,115A,LL0360,,S.Jeschonnek,3,18
PHYSICS 1231,LMA,28152.0,B,,W,220P-0220,LL0312,,T.McAlpine,3,18
